900.000000	79.418072
899.000000	79.318260
898.000000	79.305957
897.000000	79.371538
896.000000	79.397454
895.000000	79.345472
894.000000	79.149628
893.000000	79.270823
892.000000	79.287272
891.000000	79.297670
890.000000	79.243969
889.000000	79.294165
888.000000	79.506679
887.000000	79.321065
886.000000	79.269150
885.000000	79.254783
884.000000	79.341015
883.000000	79.315936
882.000000	79.190957
881.000000	79.488225
880.000000	79.329523
879.000000	79.259866
878.000000	79.376733
877.000000	79.120823
876.000000	79.374839
875.000000	79.372313
874.000000	79.530828
873.000000	79.378604
872.000000	79.218139
871.000000	79.404687
870.000000	79.128705
869.000000	79.349482
868.000000	79.266239
867.000000	79.243591
866.000000	79.373147
865.000000	79.281094
864.000000	79.201658
863.000000	79.320823
862.000000	79.177337
861.000000	79.146615
860.000000	79.407034
859.000000	79.114569
858.000000	79.265275
857.000000	79.271058
856.000000	79.386178
855.000000	79.293914
854.000000	79.316888
853.000000	79.263524
852.000000	79.445715
851.000000	79.277856
850.000000	79.199869
849.000000	79.175776
848.000000	79.339205
847.000000	79.453858
846.000000	79.151342
845.000000	79.301814
844.000000	79.206777
843.000000	79.482226
842.000000	79.155411
841.000000	79.219561
840.000000	79.300823
839.000000	79.451827
838.000000	79.113644
837.000000	79.283023
836.000000	79.369659
835.000000	79.328553
834.000000	79.312837
833.000000	79.225469
832.000000	79.417984
831.000000	79.255793
830.000000	79.298441
829.000000	79.288062
828.000000	79.344555
827.000000	79.174317
826.000000	79.384203
825.000000	79.339949
824.000000	79.373397
823.000000	79.240027
822.000000	79.391741
821.000000	79.361453
820.000000	79.444568
819.000000	79.393737
818.000000	79.479753
817.000000	79.342618
816.000000	79.219263
815.000000	79.285197
814.000000	79.297114
813.000000	79.195600
812.000000	79.304213
811.000000	79.334851
810.000000	79.316856
809.000000	79.351687
808.000000	79.343191
807.000000	79.326976
806.000000	79.325805
805.000000	79.306339
804.000000	79.282119
803.000000	79.316636
802.000000	79.386401
801.000000	79.196557
800.000000	79.385311
799.000000	79.347407
798.000000	79.314525
797.000000	79.391371
796.000000	79.184526
795.000000	79.279477
794.000000	79.284224
793.000000	79.244559
792.000000	79.342286
791.000000	79.448828
790.000000	79.319400
789.000000	79.273224
788.000000	79.370973
787.000000	79.405022
786.000000	79.392353
785.000000	79.300577
784.000000	79.353153
