900.000000	0.019495
899.000000	0.166040
898.000000	-0.048945
897.000000	0.019609
896.000000	0.098295
895.000000	0.034449
894.000000	0.039415
893.000000	-0.004940
892.000000	0.004956
891.000000	0.129141
890.000000	-0.029843
889.000000	0.009984
888.000000	0.085055
887.000000	-0.050143
886.000000	0.075294
885.000000	-0.090634
884.000000	0.085911
883.000000	0.000000
882.000000	0.126730
881.000000	0.035682
880.000000	-0.015308
879.000000	0.030711
878.000000	-0.051340
877.000000	-0.015424
876.000000	0.036166
875.000000	0.020716
874.000000	0.108989
873.000000	0.057152
872.000000	0.041699
871.000000	0.115087
870.000000	0.109959
869.000000	0.010509
868.000000	-0.026319
867.000000	0.005275
866.000000	-0.010589
865.000000	-0.090128
864.000000	0.138195
863.000000	-0.063973
862.000000	0.016005
861.000000	0.005347
860.000000	0.064336
859.000000	0.048296
858.000000	0.037651
857.000000	0.118790
856.000000	-0.054034
855.000000	-0.054148
854.000000	-0.032529
853.000000	0.027156
852.000000	0.059893
851.000000	-0.010892
850.000000	0.054579
849.000000	-0.087451
848.000000	-0.021881
847.000000	0.016450
846.000000	0.054894
845.000000	0.027488
844.000000	-0.022003
843.000000	0.060720
842.000000	0.209493
841.000000	-0.154542
840.000000	0.077318
839.000000	0.038760
838.000000	-0.049795
837.000000	-0.055408
836.000000	0.088780
835.000000	0.033350
834.000000	-0.083394
833.000000	-0.161129
832.000000	-0.033385
831.000000	0.055704
830.000000	0.061247
829.000000	0.033424
828.000000	-0.022294
827.000000	0.022256
826.000000	-0.133869
825.000000	0.128219
824.000000	-0.066897
823.000000	0.055717
822.000000	0.016741
821.000000	0.022288
820.000000	0.005577
819.000000	-0.050150
818.000000	0.077981
817.000000	0.167131
816.000000	-0.022243
815.000000	0.044536
814.000000	0.033365
813.000000	-0.011110
812.000000	-0.038902
811.000000	-0.038865
810.000000	0.044432
809.000000	0.044405
808.000000	0.005538
807.000000	-0.060982
806.000000	-0.027676
805.000000	-0.005532
804.000000	-0.082960
803.000000	-0.016586
802.000000	-0.027640
801.000000	-0.077254
800.000000	-0.110357
799.000000	-0.055118
798.000000	-0.049592
797.000000	0.027515
796.000000	0.016485
795.000000	-0.016475
794.000000	-0.027445
793.000000	0.021929
792.000000	0.071252
791.000000	0.010958
790.000000	-0.043768
789.000000	0.060109
788.000000	0.021841
787.000000	0.010917
786.000000	-0.049092
785.000000	0.016342
784.000000	0.010890
783.000000	-0.038101
782.000000	-0.005439
781.000000	0.038000
780.000000	-0.005425
779.000000	0.000000
778.000000	-0.005424
777.000000	-0.032527
776.000000	0.021665
775.000000	0.005409
774.000000	0.000000
773.000000	0.000000
772.000000	0.016166
771.000000	0.048450
770.000000	0.005382
769.000000	0.026888
768.000000	0.005377
767.000000	-0.032225
766.000000	0.064457
765.000000	0.037538
764.000000	0.026823
763.000000	0.042886
762.000000	0.037457
761.000000	0.123238
760.000000	0.074987
759.000000	0.074834
758.000000	0.069404
757.000000	0.144061
756.000000	0.208000
755.000000	0.207900
754.000000	0.138423
753.000000	0.218224
752.000000	0.244772
751.000000	0.244720
750.000000	0.249708
749.000000	0.281630
748.000000	0.318691
747.000000	0.302773
746.000000	0.334590
